DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE LOCAL,ESTADO,HORARIO DE ATENCION AL PUBLICO,DIRECCION,AÑO
CAJAMARCA,SAN MARCOS,PEDRO GÁLVEZ,ORA SAN MARCOS (MINSA),DESPLAZAMIENTO,08:45 a 13:00 - 14:00 a 16:30,Avenida 28 de Julio S/N Cdra.2,2025
LA LIBERTAD,TRUJILLO,EL PORVENIR,OR EL PORVENIR,OPERATIVO,08:45 a 16:45,Jirón Gabriel Aguilar Nº 1657. 2do piso.,2025
LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,OR ALTO TRUJILLO,OPERATIVO,08:45 a 16:45, Barrio 3 Mz T Lt. 2,2025
CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA SIMON BOLIVAR (MINSA),OPERATIVO,08:45 a 16:30,Avenida Mario Urteaga N° 500,2025
LA LIBERTAD,PACASMAYO,GUADALUPE,ORA DE APOYO TOMÁS LAFORA (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Calle La Victoria S/N,2025
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,ORA BAÑOS DEL INCA (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Jirón Pachacútec N° 489,2025
LA LIBERTAD,TRUJILLO,LA ESPERANZA,ORA DISTRITAL JERUSALEN (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30 ,Pasaje 1 Barrio 3 Mz. 20 Lt. 02 Sector Jerusalén,2025
LA LIBERTAD,PATAZ,CHILLIA,AG CHILLIA,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45 ,Jirón Miraflores S/N,2025
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30 ,Calle Gustavo Pinillo S/N - Barrio San Cristobal,2025
LA LIBERTAD,CHEPEN,CHEPEN,ORA DE APOYO CHEPEN (MINSA),DESPLAZAMIENTO,08:45 a 13:00 - 14:00 a 16:30 ,Avenida 28 de Julio S/N,2025
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,ORA DE APOYO LEONCIO PRADO (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30 ,Avenida 10 de Julio N° 209,2025
LA LIBERTAD,OTUZCO,OTUZCO,ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30 ,Calle Progreso N° 385,2025
LA LIBERTAD,ASCOPE,PAIJAN,ORA PAIJAN (MINSA),DESPLAZAMIENTO,08:45 a 13:00 - 14:00 a 16:30 ,Carretera Vía Panamericana S/N Sector Manco Capac,2025
CAJAMARCA,CAJAMARCA,CAJAMARCA,MAC - CAJAMARCA,OPERATIVO,08:30 a 16:30,Avenida Via De Evitamiento. Jr. El Mutuy y Av. La Cantuta - Cajamarca - Centro Comercial Real Plaza 2do. Piso,2025
LA LIBERTAD,VIRU,VIRU,ORA PROVINCIAL DE VIRÚ (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Calle Sucre Nº 799,2025
LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL VÍCTOR LAZARTE ECHEGARAY (ESSALUD),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30 ,Avenida Prolongación Unión 1375,2025
CAJAMARCA,CONTUMAZA,CHILETE,PANP CHILETE,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45 ,Jr. Arequipa N° 330,2025
LA LIBERTAD,JULCAN,JULCAN,PAP JULCAN,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45 ,"Avenida 28 de Julio N° 201, Centro Cívico",2025
LA LIBERTAD,TRUJILLO,TRUJILLO,AGENTE RENIEC - OR TRUJILLO,OPERATIVO,08:45 a 16:45,Avenida Pablo Casals Mz. A Lt. 6 Urb. Los Cedros,2025
SAN MARTIN,SAN MARTIN,TARAPOTO,ORA HOSPITAL TARAPOTO (MINSA),OPERATIVO,08:45 a 16:30,Jirón Angel Delgado Morey Nº 503,2025
LORETO,DATEM DEL MARAÑON,BARRANCA,PAP DATEM DEL MARAÑON,OPERATIVO,08:45 a 16:45,Calle Tigre Mz. 31 Lt. 08 - San Lorenzo,2025
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,AG NUEVA CAJAMARCA,OPERATIVO,08:45 a 16:45,Carretera Fernando Belaunde Terry Altura del Km. 447.50 ,2025
LORETO,ALTO AMAZONAS,YURIMAGUAS,AG ALTO AMAZONAS,OPERATIVO,08:45 a 16:45,Calle Mariscal Castilla N° 411,2025
SAN MARTIN,MOYOBAMBA ,MOYOBAMBA,ORA HOSPITAL MOYOBAMBA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau cuadra 4,2025
SAN MARTIN,MOYOBAMBA ,MOYOBAMBA,AG MOYOBAMBA,OPERATIVO,08:45 a 16:45,Jirón Dos de Mayo Mz. 1530 Lt. 14 (837),2025
SAN MARTIN,HUALLAGA,SAPOSOA,AG HUALLAGA,OPERATIVO,08:45 a 16:45,Jirón Lima N° 591,2025
SAN MARTIN,LAMAS,LAMAS,AG LAMAS,OPERATIVO,08:45 a 16:45,Jirón San Martín N° 984,2025
SAN MARTIN,MARISCAL CACERES,JUANJUI,AG MARISCAL CACERES,OPERATIVO,08:45 a 16:45,Jirón Eduardo Peña Meza N° 772 ,2025
SAN MARTIN,RIOJA,RIOJA,OR RIOJA,OPERATIVO,08:45 a 16:45,Jirón Angaiza N° 530,2025
SAN MARTIN,SAN MARTIN ,TARAPOTO,OR TARAPOTO,OPERATIVO,08:45 a 16:45,Jirón Jiménez Pimentel N° 280 ,2025
SAN MARTIN,BELLAVISTA,BELLAVISTA,AG BELLAVISTA,OPERATIVO,08:45 a 16:45,Jirón Huallaga - Iquitos Mz. 7 Lt. 27 - A.  1er. Piso,2025
SAN MARTIN,PICOTA,PICOTA,AG PICOTA,OPERATIVO,08:45 a 16:45,"Jirón Simón Bolívar, cuadra 4",2025
SAN MARTIN,EL DORADO ,SAN JOSE DE SISA,AG EL DORADO,OPERATIVO,08:45 a 16:45,Jirón Comercio N° 610,2025
LORETO,DATEM DEL MARAÑON,BARRANCA,ORA SAN LORENZO - NUCLEO BASE (MINSA),OPERATIVO,08:45 a 16:30,Barrio Daniel Alcides Carrión S/N - Barrio Huacachina,2025
SAN MARTIN,SAN MARTIN ,LA BANDA DE SHILCAYO,AG LA BANDA DE SHILCAYO,OPERATIVO,08:45 a 16:45,Jirón Yurimaguas N° 340,2025
SAN MARTIN,MARISCAL CACERES,JUANJUI,ORA HOSPITAL JUANJUI (MINSA),OPERATIVO,08:45 a 16:30,Jirón Arica N° 205,2025
SAN MARTIN,RIOJA,RIOJA,ORA HOSPITAL DE RIOJA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Túpac Amaru S/N,2025
LORETO,ALTO AMAZONAS,LAGUNAS,AG LAGUNAS,OPERATIVO,08:45 a 16:45,Jirón FITZCARRALD C-9,2025
SAN MARTIN,SAN MARTIN,MORALES,PANP MORALES,OPERATIVO,08:45 a 16:45,Jirón Tarapoto N° 116 Plaza de Armas,2025
LORETO,ALTO AMAZONAS,YURIMAGUAS,ORA HOSPITAL SANTA GEMA YURIMAGUAS (MINSA),OPERATIVO,08:45 a 16:30,CALLE HUALLAGA  C-4,2025
LORETO,MAYNAS,PUNCHANA,"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""",OPERATIVO,08:45 a 16:30,Avenida 28 de Julio S/N,2025
LORETO,MAYNAS,IQUITOS,"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""",OPERATIVO,08:45 a 16:30,Calle Cornejo Portugal 1710,2025
LORETO,MAYNAS,BELÉN,OR BELEN,OPERATIVO,08:45 a 16:45,Calle Miraflores S/N P. J. 09 de Octubre,2025
LORETO,MAYNAS,IQUITOS,OR IQUITOS,OPERATIVO,08:45 a 16:45,Jirón Próspero Nº 201,2025
LORETO,LORETO,NAUTA,PAP NAUTA,OPERATIVO,08:45 a 16:45,Cal. Manuel Pacaya N° 570 centro cívico,2025
LORETO,REQUENA,REQUENA,PAP REQUENA,OPERATIVO,08:45 a 16:45,Calle San Antonio S/N Anexo Hotel Municipal,2025
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,PAP MARISCAL RAMON CASTILLA - CABALLOCOCHA,OPERATIVO,08:45 a 16:45,Calle Ayacucho Mz. 22 Lt. 4 C con Amazonas S/N - Local Municipal,2025
LORETO,MAYNAS,SAN JUAN BAUTISTA,OR SAN JUAN BAUTISTA,OPERATIVO,08:45 a 16:45,Avenida Abelardo Quiñones Nº 2371 Km. 2.5 ,2025
LORETO,MARISCAL RAMON CASTILLA,YAVARI,PAP YAVARI,OPERATIVO,08:45 a 16:45,Calle Nueva Jerusalen S/N Local Municipal,2025
LORETO,PUTUMAYO,PUTUMAYO,PAP PUTUMAYO,OPERATIVO,08:45 a 16:45,Calle Arequipa S/N,2025
LORETO,MAYNAS,PUNCHANA,PAP PUNCHANA,OPERATIVO,08:45 a 16:45,"Calle Cusco S/N, cuadra 5, esquina con Trujillo.",2025
LORETO,REQUENA,REQUENA,ORA REQUENA,OPERATIVO,08:45 a 16:30,Calle Mártires del Petroléo S/N - Malecon Grau,2025
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,ORA CABALLOCOCHA,OPERATIVO,08:45 a 16:30,Calle Progreso N° 425,2025
LORETO,MAYNAS,PUNCHANA,MAC - LORETO,OPERATIVO,08:30 a 16:30,Avenida La Marina Nº  1338,2025
LORETO,MAYNAS,IQUITOS,AGENTE RENIEC - OR IQUITOS,OPERATIVO,08:45 a 16:45,Jirón Próspero Nº 201,2025
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,PANP SOPLIN VARGAS,OPERATIVO,08:45 a 16:45,Plaza de armas S/N,2025
LORETO,MARISCAL RAMON CASTILLA,SANTA ROSA DE LORETO,PAP SANTA ROSA DE LORETO ,OPERATIVO,08:45 a 16:45,Calle mi Perú S/N,2025
ANCASH,SANTA,CHIMBOTE,OR SANTA,OPERATIVO,08:45 a 16:45,Jirón Enrique Palacios Nº 504-506 esquina con Jr. Ladislao Espinar Nº 401,2025
ANCASH,SANTA,CHIMBOTE,AGENTE RENIEC - MEGA PLAZA CHIMBOTE,OPERATIVO,08:45 a 16:45," Mz. B Lt. 1-A-1-A2 Sector Parque Gran Chavín, Centro Comercial Megaplaza Chimbote",2025
ANCASH,SANTA,CHIMBOTE,MAC - ANCASH,OPERATIVO,08:30 a 16:30," Mz. B Lt. 1-A-1-A2 Sector Parque Gran Chavín, Centro Comercial Megaplaza Chimbote",2025
ANCASH,SANTA,NUEVO CHIMBOTE,AG NUEVO CHIMBOTE,OPERATIVO,08:45 a 16:45, Mz. 74-75 Lt. 1 del Centro Cívico de la Municipalidad Distrital de Nuevo Chimbote,2025
ANCASH,HUARAZ,HUARAZ,AG HUARAZ,OPERATIVO,08:45 a 16:45,"Jirón Agustin Loly N° 756, Mz. 29A Lt. 27, Barrio La Soledad Alta, intersección con Jr. Agustin Mejía",2025
ANCASH,HUAYLAS,CARAZ,AG HUAYLAS,OPERATIVO,08:45 a 16:45,Jirón Raimondi N° 215,2025
ANCASH,HUARI,HUARI,AG HUARI,OPERATIVO,08:45 a 16:45,Jirón Libertad Mz. P2 Lt. 003,2025
ANCASH,POMABAMBA,POMABAMBA,AG POMABAMBA,OPERATIVO,08:45 a 16:45,Jirón Huaraz Nº 369,2025
ANCASH,SIHUAS,SIHUAS,AG SIHUAS,OPERATIVO,08:45 a 16:45,"Jirón Gomes Arias 106, Barrio Pingullo Alto",2025
ANCASH,PALLASCA,PAMPAS,AG PAMPAS,OPERATIVO,08:45 a 16:45,Calle Plaza de Armas S/N - Municipalidad Distrital de Pampas - 1er piso,2025
ANCASH,CASMA,CASMA,PAP CASMA,OPERATIVO,08:45 a 16:45, Sector Hijuela Mz. C Lt. 13 del Centro Cívico de la Municipalidad Provincial de Casma,2025
ANCASH,HUARMEY,HUARMEY,PAP HUARMEY,OPERATIVO,08:45 a 16:45, 1er. Pabellón S/N del Centro Cívico de la Municipalidad Provincial de Huarmey,2025
ANCASH,RECUAY,RECUAY,PAP RECUAY,OPERATIVO,08:45 a 16:45,Calle Plaza de Armas Nº 180 Municipalidad Distrital de Recuay,2025
ANCASH,CARHUAZ,CARHUAZ,PAP CARHUAZ,OPERATIVO,08:45 a 16:45,Avenida La Merced Nº 1006,2025
ANCASH,YUNGAY,YUNGAY,PAP YUNGAY,OPERATIVO,08:45 a 16:45,Avenida Arias Grazziani Lt. 1-2 Centro Cívico de la Municipalidad Provincial de Yungay,2025
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,PAP CARLOS FERMÍN FITZCARRALD,OPERATIVO,08:45 a 16:45,Avenida Ramón Castilla N° 320 - 1er. piso Centro Cívico de la Municipalidad Provincial de C. F. Fitzcarrald,2025
ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,PAP MARISCAL LUZURIAGA,OPERATIVO,08:45 a 16:45,"Jirón San Pablo S/N, Centro Cívico de la Municipalidad Provincial de Mariscal Luzuriaga",2025
ANCASH,SANTA,CHIMBOTE,ORA HOSPITAL LA CALETA (Chimbote),OPERATIVO,08:45 a 16:30,Avenida Malecon Grau S/N,2025
ANCASH,SANTA,CHIMBOTE,ORA HOSPITAL ESSALUD III CHIMBOTE,OPERATIVO,08:45 a 16:30,Avenida Circunvalación Nº 119 Urb. Laderas del Norte,2025
ANCASH,SANTA,NUEVO CHIMBOTE,ORA HOSPITAL ELEAZAR GUZMÁN BARRÓN (Nuevo Chimbote),OPERATIVO,08:45 a 16:30,"Avenida Brasil S/N, Urb. Santa Cristina (Hospital Regional Eleazar Guzmán Barrón puerta de Emergencia)",2025
ANCASH,HUARAZ,HUARAZ,ORA HOSPITAL VÍCTOR RAMOS GUARDIA (Huaraz),OPERATIVO,08:45 a 16:30,"Avenida Mariscal Luzuriaga cdra. 01, cruce con Jr. Pedro Villón cdra. 10",2025
ANCASH,HUAYLAS,CARAZ,ORA HOSPITAL DE APOYO CARAZ,OPERATIVO,08:45 a 16:30,Avenida 9 de Octubre S/N,2025
ANCASH,HUARI,HUARI,ORA HOSPITAL DE APOYO HUARI,OPERATIVO,08:45 a 16:30,Avenida Circunvalación Baja S/N,2025
ANCASH,CORONGO,CORONGO,PANP CORONGO,DESPLAZAMIENTO,08:45 a 16:45,"Jirón Grau N° 206, primer piso de la Municipalidad Provincial de Corongo",2025
ANCASH,PALLASCA,CABANA,PANP PALLASCA,DESPLAZAMIENTO,08:45 a 16:45,"Avenida Plaza de Armas N° 103, primer piso de la Municipalidad Provincial de Pallasca",2025
ANCASH,AIJA,AIJA,PANP AIJA,DESPLAZAMIENTO,08:45 a 16:45,"Jirón Gavino Uribe S/N Plaza de Armas, 1er piso de la Municipalidad Provincial de Aija",2025
ANCASH,BOLOGNESI,CHIQUIAN,PANP BOLOGNESI,DESPLAZAMIENTO,08:45 a 16:45,"Jirón Tacna 320, primer piso del Centro Cívico de la Municipalidad Distrital de Chiquian",2025
ANCASH,YUNGAY,YANAMA,AG YANAMA,DESPLAZAMIENTO,08:45 a 16:45,Jirón Yungay S/N cdra. 03,2025
ANCASH,MARISCAL LUZURIAGA,LLUMPA,PANP LLUMPA,DESPLAZAMIENTO,08:45 a 16:45, Plaza de Armas S/N,2025
ANCASH,ASUNCION,CHACAS,PANP ASUNCIÓN,DESPLAZAMIENTO,08:45 a 16:45,Jirón Coliseo de Chacas S/N,2025
ANCASH,HUARI,CHAVIN DE HUANTAR,PANP CHAVÍN DE HUANTAR,DESPLAZAMIENTO,08:45 a 16:45,"Jirón San Martin S/N, 1er piso del Centro Cívico de la Municipalidad Distrital de Chavin de Huantar",2025
ANCASH,HUARI,SAN MARCOS,PANP SAN MARCOS ,DESPLAZAMIENTO,08:45 a 16:45,"Jirón Progreso 332, Plaza de Armas de San Marcos",2025
ANCASH,HUACAYBAMBA,HUACAYBAMBA,PANP HUACAYBAMBA,DESPLAZAMIENTO,08:45 a 16:45,"Avenida El Ejercito S/N Barrio San Pedro, 1er piso Municipalidad Provincial de Huacaybamba",2025
ANCASH,ANTONIO RAIMONDI,LLAMELLIN,PANP ANTONIO RAIMONDI,DESPLAZAMIENTO,08:45 a 16:45,Jirón Simón Bolívar N° 229,2025
ANCASH,HUARI,UCO,PANP UCO,DESPLAZAMIENTO,08:45 a 16:45,"Jirón Nicolas de Piérola S/N Plaza de Armas, 1er piso de la Municipalidad Distrital de Uco",2025
JUNIN,HUANCAYO,EL TAMBO,OR HUANCAYO,OPERATIVO,08:45 a 16:45,AVENIDA MARISCAL CASTILLA Nº 1801,2025
JUNIN,TARMA,TARMA,OR TARMA,OPERATIVO,08:45 a 16:45,JIRÓN AREQUIPA Nº 939,2025
JUNIN,CHANCHAMAYO,LA MERCED,OR CHANCHAMAYO,OPERATIVO,08:45 a 16:45,PROLONGACIÓN TARMA Nº 242,2025
JUNIN,SATIPO,PANGOA,PAP PANGOA,OPERATIVO,08:45 a 16:45,CALLE 07 DE JUNIO Nº 641 PLAZA PRINCIPAL CENTRO CIVICO,2025
JUNIN,SATIPO,MAZAMARI,PAP MAZAMARI,OPERATIVO,08:45 a 16:45,AVENIDA SAN JUAN N° 377,2025
JUNIN,CONCEPCION,CONCEPCIÓN,PAP CONCEPCIÓN,OPERATIVO,08:45 a 16:45,JIRÓN RICARDO PALMA S/N MERCADO MODELO INTERIOR 1 ,2025
JUNIN,JAUJA,JAUJA,PAP JAUJA,OPERATIVO,08:45 a 16:45,JIRÓN SUCRE N° 889,2025
JUNIN,JUNIN,JUNIN,PAP JUNIN,OPERATIVO,08:45 a 16:45,JIRÓN SIMÓN BOLIVAR N° 820,2025
JUNIN,YAULI,SANTA ROSA DE SACCO,PAP YAULI,OPERATIVO,08:45 a 16:45,AVENIDA MIGUEL GRAU N° 309,2025
JUNIN,SATIPO,SATIPO,PAP SATIPO,OPERATIVO,08:45 a 16:45,AVENIDA MICAELA BASTIDAS 747 - INT. 1A - CENTRO CIVICO,2025
JUNIN,CHUPACA,CHUPACA,PAP CHUPACA,OPERATIVO,08:45 a 16:45,JIRÓN GRAU N° 195 - CENTRO CÍVICO,2025
JUNIN,CHANCHAMAYO,PICHANAQUI,PAP PICHANAQUI,OPERATIVO,08:45 a 16:45,JIRÓN INDEPENDENCIA S/N COLISEO MUNICIPAL,2025
JUNIN,HUANCAYO,HUANCAYO,"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""",OPERATIVO,08:45 a 16:30,JIRÓN PUNO Nº 911,2025
JUNIN,TARMA,TARMA,ORA DE APOYO FELIX MAYORCA SOTO,OPERATIVO,08:45 a 16:30,AVENIDA PACHECO Nº 362,2025
JUNIN,JAUJA ,JAUJA ,ORA HOSPITAL DOMINGO OLAVEGOYA,OPERATIVO,08:45 a 16:30,JIRÓN SAN MARTÍN Nº 1153 URB. OLAVEGOYA ,2025
JUNIN,SATIPO,SATIPO,ORA DE APOYO MANUEL HIGA ARAKAKI,OPERATIVO,08:45 a 16:30,CALLE DANIEL ALCIDES CARRIÓN Nº 398,2025
JUNIN,CHANCHAMAYO ,PICHANAQUI,ORA HOSPITAL DE APOYO PICHANAQUI,OPERATIVO,08:45 a 16:30,AVENIDA SAN MARTÍN S/N PICHANAKI,2025
JUNIN,HUANCAYO,HUANCAYO,ORA LA LIBERTAD,OPERATIVO,08:45 a 16:30,AV. ALAMEDA S/N. COOP. SANTA ISABEL ,2025
JUNIN,CHANCHAMAYO,LA MERCED,ORA HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL DR. JULIO DEMARINI CARO,OPERATIVO,08:45 a 16:30,AVENIDA DANIEL A. CARRION S/N AV. PAMPA DEL CARMEN S/N,2025
JUNIN,HUANCAYO,EL TAMBO,ORA HOSPITAL NACIONAL RAMIRO PRIALE,OPERATIVO,08:45 a 16:30,AVENIDA INDEPENDENCIA Nº 266,2025
JUNIN,SATIPO,PANGOA,ORA HOSPITAL DE PANGOA,OPERATIVO,08:45 a 16:30,AVENIDA LA CULTURA S/N,2025
JUNIN,HUANCAYO,CHILCA,ORA CHILCA,OPERATIVO,08:45 a 16:30,JIRÓN HUMBOLT Nº 900,2025
JUNIN,HUANCAYO,HUANCAYO,MAC - JUNIN,OPERATIVO,08:30 a 16:30,AVENIDA FERROCARRIL N° 146 - 150 - CENTRO COMERCIAL MALL PLAZA,2025
JUNIN,HUANCAYO,EL TAMBO,AGENTE RENIEC - OR HUANCAYO,OPERATIVO,08:45 a 16:45,AVENIDA MARISCAL CASTILLA Nº 1801,2025
AYACUCHO,HUAMANGA,AYACUCHO,"ORA HOSPITAL REGIONAL DE AYACUCHO ""MIGUEL ANGEL MARISCAL LLERENA"" (MINSA)",OPERATIVO,08:45 a 16:45,Jirón Daniel Alcides Carrión S/N - 2da cuadra.,2025
AYACUCHO,LA MAR,AYNA,PAP AYNA -SAN FRANCISCO,OPERATIVO,08:45 a 16:45,Avenida 28 de Julio S/N San Francisco,2025
AYACUCHO,HUAMANGA,AYACUCHO,OR HUAMANGA,OPERATIVO,08:45 a 16:45,"Jirón San Martin Nº 473, 475, 477 y 477A",2025
AYACUCHO,CANGALLO,CANGALLO,PAP CANGALLO,OPERATIVO,08:45 a 16:45,Jirón Maria Parado de Bellido Nº 205,2025
AYACUCHO,HUANTA,HUANTA,AG HUANTA,OPERATIVO,08:45 a 16:45,Jirón Ayacucho N° 305,2025
AYACUCHO,LA MAR,SAN MIGUEL,PAP LA MAR,OPERATIVO,08:45 a 16:45,Jirón Maria Parado de Bellido S/N ,2025
AYACUCHO,VICTOR FAJARDO,HUANCAPI,PAP VICTOR FAJARDO,OPERATIVO,08:45 a 16:45, Plaza Principal Nº 127,2025
AYACUCHO,HUANCA SANCOS,SANCOS,PAP HUANCASANCOS,OPERATIVO,08:45 a 16:45,Avenida Progreso S/N Consejo Provincial de Huanca Sancos,2025
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,PAP VILCASHUAMAN,OPERATIVO,08:45 a 16:45,Avenida Los Incas Nº 222,2025
AYACUCHO,SUCRE,QUEROBAMBA,PAP SUCRE,OPERATIVO,08:45 a 16:45,Jirón San Martin S/N  Plaza de Armas Consejo Provincial de Sucre,2025
AYACUCHO,HUANTA,HUANTA,"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION"" (MINSA)",OPERATIVO,08:45 a 16:45,Avenida Mariscal Castilla Nº 628,2025
AYACUCHO,LA MAR,SAN MIGUEL,ORA SAN MIGUEL (MINSA),DESPLAZAMIENTO,08:45 a 16:45,Avenida Ramon Castilla s/n,2025
AYACUCHO,CANGALLO,CANGALLO,ORA HOSPITAL DE APOYO CANGALLO (MINSA),OPERATIVO,08:45 a 16:45,Jirón Santa Rosa N° 110,2025
CUSCO,LA CONVENCION,PICHARI,PAP PICHARI,OPERATIVO,08:45 a 16:45,Avenida BRASIL S/N,2025
APURIMAC,CHINCHEROS,CHINCHEROS,PAP CHINCHEROS,OPERATIVO,08:45 a 16:45,Jirón COTABAMBAS N° 121,2025
AYACUCHO,LA MAR,SAMUGARI,PAP SAMUGARI -PALMAPAMPA,OPERATIVO,08:45 a 16:45,Jirón Los Laureles S/N – Palmapampa Distrital de Samugari,2025
AYACUCHO,LA MAR,TAMBO,ORA TAMBO (MINSA),OPERATIVO,08:45 a 16:45,Jirón Lima s/n,2025
AYACUCHO,HUAMANGA,JESUS NAZARENO,ORA HOSPITAL DE APOYO JESUS NAZARENO (MINSA),OPERATIVO,08:45 a 16:45,Jirón Ciro Alegría Nº 547,2025
APURIMAC,ANDAHUAYLAS,TALAVERA,OR ANDAHUAYLAS,OPERATIVO,08:45 a 16:45,Jirón Amauta N° 311,2025
APURIMAC,CHINCHEROS,ANCCO HUALLO,ORA  CENTRO DE SALUD URIPA  (MINSA),OPERATIVO,08:45 a 16:45,Avenida  Túpac Amaru S/N – URIPA,2025
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,ORA HOSPITAL REGIONAL DOCENTE  HUGO PESCE PESCETTO ANDAHUAYLAS (MINSA),OPERATIVO,08:45 a 16:45,Avenida Hugo Pesce Pesceto S/N,2025
AYACUCHO,HUANTA,SIVIA,ORA HOSPITAL DE APOYO DE SIVIA (MINSA),DESPLAZAMIENTO,08:45 a 16:45,Jirón Gervacio Santillana S/N,2025
CUSCO,LA CONVENCION,KIMBIRI,ORA CENTRO DE SALUD SAN JUAN DE KIMBIRI (MINSA),DESPLAZAMIENTO,08:45 a 16:45,Avenida Aeropuerto S/N,2025
CUSCO,LA CONVENCION,PICHARI,ORA HOSPITAL DE APOYO PICHARI (MINSA),OPERATIVO,08:45 a 16:45,Jirón Amazonas s/n,2025
APURIMAC,CHINCHEROS,CHINCHEROS,ORA HOSPITAL DE APOYO CHINCHEROS (MINSA),OPERATIVO,08:45 a 16:45,Avenida Fernando Belaunde Terry S/N,2025
AYACUCHO,CANGALLO,LOS MOROCHUCOS,ORA PAMPA CANGALLO (MINSA),OPERATIVO,08:45 a 16:45,Avenida María Arguedas S/N,2025
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,ORA SAN JUAN BAUTISTA,DESPLAZAMIENTO,08:45 a 16:45,AV. MALVINAS S/N,2025
AYACUCHO,LA MAR,AYNA,ORA HOSPITAL DE APOYO AYNA SAN FRANCISCO,DESPLAZAMIENTO,08:45 a 16:45,AV. HUANTA S/N,2025
AREQUIPA,AREQUIPA,AREQUIPA,ORA HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Daniel Alcides Carrión N° 505,2025
TACNA,TACNA,TACNA,ORA TACNA (MINSA),OPERATIVO,08:45 a 16:30,Calle Blondel S/N,2025
AREQUIPA,AREQUIPA,AREQUIPA,OR AREQUIPA,OPERATIVO,08:45 a 16:45,Calle San Juan de Dios N° 122 y Santo Domingo N° 101,2025
AREQUIPA,CAYLLOMA,CHIVAY,PAP CAYLLOMA,OPERATIVO,08:45 a 16:45,Calle Siglo XX S/N,2025
AREQUIPA,CAMANA,CAMANA,AG CAMANA,OPERATIVO,08:45 a 16:45,Avenida Mariscal Castilla N° 221,2025
AREQUIPA,CARAVELI,CARAVELÍ,PAP CARAVELI,DESPLAZAMIENTO,08:45 a 16:45,Jirón Bolivar S/N,2025
AREQUIPA,CASTILLA,APLAO,PAP CASTILLA,OPERATIVO,08:45 a 16:45,Calle Progreso S/N,2025
AREQUIPA,CONDESUYOS,CHUQUIBAMBA,PAP CONDESUYOS,OPERATIVO,08:45 a 16:45,Avenida Alameda S/N - Los Tres Errantes,2025
AREQUIPA,ISLAY,MOLLENDO,AG ISLAY,OPERATIVO,08:45 a 16:45,Jiron Arequipa Nº 261 ,2025
AREQUIPA,LA UNION,COTAHUASI,PAP LA UNION,OPERATIVO,08:45 a 16:45,Calle Centenario N° 202 - Cotahuasi,2025
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ORA HOSPITAL REGIONAL MOQUEGUA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Simón Bolívar N° 505,2025
MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,AG MARISCAL NIETO,OPERATIVO,08:45 a 16:45,Avenida Central Mz D-4 Lt. 1,2025
MOQUEGUA,ILO,ILO,AG ILO,OPERATIVO,08:45 a 16:45,Jirón Ayacucho N° 529,2025
