DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE LOCAL,ESTADO,HORARIO DE ATENCION AL PUBLICO,DIRECCION,AÑO
LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,ORA DANIEL ALCIDES CARRION,OPERATIVO,08:45 a 16:30,Pachacutec N° 3470 - Pasando el Terminal Pesquero.,2022
CALLAO,CALLAO,BELLAVISTA,MAC - CALLAO,OPERATIVO,08:30 a 16:30,Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza,2022
LIMA,LIMA,LIMA,OR LIMA,OPERATIVO,08:45 a 16:45,Av. Nicolás de Piérola N 545,2022
LIMA,LIMA,ATE,OR ATE,OPERATIVO,08:45 a 16:45,Industrial Nº 438,2022
LIMA,LIMA,COMAS,OR COMAS I,OPERATIVO,08:45 a 16:45,"Tupac Amaru N° 5527 - 5531 - 5535, Urb Huaquillay 2da Etapa",2022
LIMA,LIMA,LURIN,OR LURIN,OPERATIVO,08:45 a 16:45,Simon Bolivar N° 267,2022
LIMA,LIMA,MIRAFLORES,OR MIRAFLORES,OPERATIVO,08:45 a 16:45,Ernesto Diez Canseco N° 230,2022
LIMA,LIMA,PUENTE PIEDRA,OR PUENTE PIEDRA,OPERATIVO,08:45 a 16:45,Ricardo Palma Nº 241,2022
LIMA,LIMA,SAN JUAN DE LURIGANCHO,OR SAN JUAN DE LURIGANCHO,OPERATIVO,08:45 a 16:45,Las Flores Lote 1 Mz. G Urb. Canto Grande Unidad 7,2022
LIMA,LIMA,SAN JUAN DE MIRAFLORES,OR SAN JUAN DE MIRAFLORES,OPERATIVO,08:45 a 16:45,Guillermo Billinghurst  N° 767 – 769 Mz. F Lote 18 Urb. SJM Parcela D,2022
LIMA,LIMA,SAN MARTÍN DE PORRES,OR SAN MARTIN DE PORRES,OPERATIVO,08:45 a 16:45,Eduardo de Habich Nº 590 - 592 con Pedro Paulet N° 589,2022
LIMA,CAJATAMBO,CAJATAMBO,AG CAJATAMBO,OPERATIVO,08:45 a 16:45,Bolognesi S/N - Comisiones de Regantes -Frente plaza de Armas,2022
LIMA,CANTA,CANTA,AG CANTA,OPERATIVO,08:45 a 16:45,Independencia Nº 308 Municipio (Plaza de Armas),2022
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,AG CAÑETE,OPERATIVO,08:45 a 16:45,Los Libertadores Mz. D-3 Lote 4 Urbanización Tercer Mundo,2022
LIMA,HUAURA,HUACHO,AG HUACHO,OPERATIVO,08:45 a 16:45,Grau Nº 295,2022
LIMA,HUAROCHIRI,MATUCANA,AG MATUCANA,OPERATIVO,08:45 a 16:45,Tacna S/N  - Centro Civico,2022
LIMA,YAUYOS,YAUYOS,AG YAUYOS,OPERATIVO,08:45 a 16:45,Plaza Constitución Nº 110,2022
LIMA,HUARAL,HUARAL,AG HUARAL,OPERATIVO,08:45 a 16:45,Los Pinos Nº 149 Mz E Lote 4 Pasaje Urb. El Rosario,2022
LIMA,BARRANCA,BARRANCA,OR BARRANCA,OPERATIVO,08:45 a 16:45,Independencia N° 674 - 676 - 678,2022
LIMA,OYON,OYON,AG OYON,OPERATIVO,08:45 a 16:45,Unión 216,2022
LIMA,LIMA,LURIGANCHO,OR CHOSICA,OPERATIVO,08:45 a 16:45,Chucuito Nº 248 ,2022
LIMA,LIMA,PACHACAMAC,OR PACHACAMAC,OPERATIVO,08:45 a 16:45,Paul Poblet N° 3111 - Dentro del Mercado Jumbo,2022
LIMA,LIMA,JESÚS MARÍA,OR JESUS MARIA,OPERATIVO,08:45 a 16:45,Talara N° 130-132-134 y 136 Jesús Maria,2022
LIMA,LIMA,CIENEGUILLA,OR CIENEGUILLA,OPERATIVO,08:45 a 16:45,"San Martin Lote 15, Zona ""D"" Manzana ""D"" Centro Poblado Tambo Viejo",2022
LIMA,LIMA,SANTA ANITA,OR SANTA ANITA,OPERATIVO,08:45 a 16:45,"Los Eucaliptos Nº 947, Urbanización Universal",2022
LIMA,LIMA,INDEPENDENCIA,OR INDEPENDENCIA,OPERATIVO,08:45 a 16:45,Los Andes Nº 486 Urb. Industrial Panamericana Norte,2022
LIMA,LIMA,SAN ISIDRO,AG EREP SAN ISIDRO,OPERATIVO,08:45 a 16:45,Javier Prado Este N° 990,2022
CALLAO,CALLAO,VENTANILLA,MAC - VENTANILLA,OPERATIVO,08:30 a 16:30,La Playa S/N altura la Urb. Zona Comercial frente a la Plaza Cívica ,2022
LIMA,LIMA,JESÚS MARÍA,AG 06 DE AGOSTO,OPERATIVO,08:45 a 16:45,06 de Agosto N° 856,2022
CALLAO,CALLAO,MI PERÚ,AG MI PERU,OPERATIVO,08:45 a 16:45,Mz. G7 Lt. 06 Mi Perú  interior de la Sede Municipal.,2022
LIMA,LIMA,SAN MARTÍN DE PORRES,ORA NACIONAL CAYETANO HEREDIA,OPERATIVO,08:45 a 16:30,Honorio Delgado N° 262 - Urb. Ingeniería / Obstetricia,2022
LIMA,HUAURA,HUACHO,ORA HOSPITAL GENERAL DE HUACHO,OPERATIVO,08:45 a 16:30,Jose Arnaldo Arambulo La Rosa N° 251,2022
CALLAO,CALLAO,CALLAO,OR CALLAO,OPERATIVO,08:45 a 16:45,Dos de Mayo N° 440 - 446,2022
LIMA,LIMA,SAN BORJA,AG ATENCIONES ESPECIALES DE SAN BORJA,OPERATIVO,08:45 a 16:45,Javier Prado N° 2388 -2386 - 2392,2022
LIMA,LIMA,VILLA EL SALVADOR,OR VILLA EL SALVADOR,OPERATIVO,08:45 a 16:45,"Arriba Perú Nº 640 Sector 2, Grupo 7, Mz J, Lt 05 ",2022
LIMA,LIMA,EL AGUSTINO,MAC - LIMA ESTE,OPERATIVO,08:30 a 16:30,Ancash 2151 - Centro Comercial Agustino Plaza,2022
CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,ORA HOSPITAL SAN JOSE,OPERATIVO,08:45 a 16:30,Las Magnolias 475 Carmen de la Legua-Reynoso,2022
CALLAO,CALLAO,VENTANILLA,ORA HOSPITAL DE VENTANILLA,OPERATIVO,08:45 a 16:30,Pedro Beltran S/N Ventanilla - Hospital de Ventanilla,2022
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,ORA HOSPITAL REZOLA,OPERATIVO,08:45 a 16:30,San Martín Nº 120 -124 ,2022
LIMA,BARRANCA,BARRANCA,ORA HOSPITAL DE BARRANCA,OPERATIVO,08:45 a 16:30,Nicolás de Piérola Nº 210 -224,2022
LIMA,HUARAL,HUARAL,ORA HOSPITAL SAN JUAN BAUTISTA HUARAL,OPERATIVO,08:45 a 16:30,Tacna Nº 120 Urb. San Juan I,2022
LIMA,LIMA ,COMAS,ORA HOSPITAL NACIONAL SERGIO E. BERNALES,OPERATIVO,08:45 a 16:30,"Túpac Amaru N° 8000, Collique, Comas.",2022
LIMA,LIMA,LIMA,ORA NACIONAL DOS DE MAYO,OPERATIVO,08:45 a 16:30,Parque Historia De La Medicina Peruana S/N Altura Cuadra 13 Av Grau,2022
LIMA,LIMA,ATE ,ORA HOSPITAL DE HUAYCAN,OPERATIVO,08:45 a 16:30,José C.Mariátegui S/N Zona B - A.H.Huaycán S/N Ate Lima Lima,2022
LIMA,LIMA,SAN JUAN DE MIRAFLORES,MAC - LIMA SUR,OPERATIVO,08:30 a 16:30,Circunvalación 1583- San Juan de Miraflores,2022
LIMA,LIMA,COMAS,MAC - LIMA NORTE,OPERATIVO,08:30 a 16:30,Los Angeles N° 602 2do piso - Cc Mall Plaza ,2022
LIMA,LIMA,JESUS MARIA,PVM - JESUS MARIA ,OPERATIVO,08:45 a 16:45,Talara N° 130,2022
LIMA,LIMA,SANTIAGO DE SURCO,PVM - JOCKEY PLAZA,OPERATIVO,08:45 a 16:45,Javier Prado Este N° 4200 ( Centro Financiero del Centro Comercial),2022
LIMA,LIMA,SURQUILLO,PVM - OPEN PLAZA ANGAMOS,OPERATIVO,08:45 a 16:45,Cruce Angamos N° 1805 con Tomas Marsano,2022
LIMA,LIM,CHORRILLOS,PVM - PLAZA LIMA SUR,OPERATIVO,08:45 a 16:45,Prolongación Paseo  de la Republica S/N Urb. Matellini (2do nivel del Centro Comercial) ,2022
CALLAO,CALLAO,VENTANILLA,PVM VENTANILLA,OPERATIVO,08:45 a 16:45,La Playa S/N altura la Urb. Zona Comercial frente a la Plaza Cívica ,2022
CALLAO,CALLAO,BELLAVISTA,PVM MALL AVENTURA PLAZA - CALLAO,OPERATIVO,08:45 a 16:45,Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza,2022
LIMA,LIMA,CERCADO,PVM - REAL PLAZA CENTRO CÍVICO,OPERATIVO,08:45 a 16:45,Garcilaso de la Vega N° 1337,2022
LIMA,LIMA,MIRAFLORES,PVM- MIRAFLORES,OPERATIVO,08:45 a 16:45,Diez Canseco N° 230,2022
LIMA,LIMA,INDEPENDENCIA,PVM - INDEPENDENCIA,OPERATIVO,08:45 a 16:45,Los Andes Nº 486 Urb. Industrial Panamericana Norte,2022
LIMA,LIMA,SAN ISIDRO,PVM - SAN ISIDRO,OPERATIVO,08:45 a 16:45,Javier Prado Este  N° 990 ,2022
LIMA,LIMA,YAUYOS,AG OCROS,OPERATIVO,08:45 a 16:45,Local Municipal Plaza de Armas,2022
PUNO,PUNO,PUNO,ORA MANUEL NUÑEZ BUTRON,OPERATIVO,08:45 a 16:30,El Sol N° 1022,2022
PUNO,PUNO,PUNO,ORA HOSPITAL BASE III (PUNO) - RED ASISTENCIAL PUNO,OPERATIVO,08:45 a 16:30,Francisco Cáceres Jara Nº 600,2022
PUNO,SAN ROMAN,JULIACA,ORA CARLOS MONGE MEDRANO,OPERATIVO,08:45 a 16:30,Carretera a Huancane Km 2,2022
PUNO,EL COLLAO ,ILAVE ,ORA ILAVE,OPERATIVO,08:45 a 16:30,Atahualpa Nº 825,2022
PUNO,SAN ROMAN,JULIACA,ORA HOSPITAL BASE III JULIACA - ESSALUD - RED ASISTENCIAL JULIACA,OPERATIVO,08:45 a 16:30,José Santos Chocano S/N - La Capilla,2022
PUNO,PUNO,PUNO,OR PUNO,OPERATIVO,08:45 a 16:45,Arequipa N° 1143 - 1145 Barrio Victoria,2022
PUNO,AZANGARO,AZANGARO,PAP AZANGARO,OPERATIVO,08:45 a 16:30,Azangaro N° 160  (Palacio Municipal),2022
PUNO,CARABAYA,MACUSANI,PAP CARABAYA,OPERATIVO,08:45 a 16:30,Raimondi N° 116,2022
PUNO,CHUCUITO,JULI,PAP CHUCUITO,OPERATIVO,08:45 a 16:30,Ilave 235 - Mercado Central Municipio,2022
PUNO,HUANCANE,HUANCANE,PAP HUANCANE,OPERATIVO,08:45 a 16:30,Moquegua N° 104 - Barrio Progreso,2022
PUNO,LAMPA,LAMPA,PAP LAMPA,OPERATIVO,08:45 a 16:30,Alfonso Ugarte N° 343,2022
PUNO,MELGAR,AYAVIRI,PAP MELGAR,OPERATIVO,08:45 a 16:30,Jorge Chavez N°  550,2022
PUNO,SANDIA,SANDIA,PAP SANDIA,OPERATIVO,08:45 a 16:30,Juliaca S/N - Mercado Central Sandia,2022
PUNO,SAN ROMAN,JULIACA,AG SAN ROMAN,OPERATIVO,08:45 a 16:45,Brascesco N° 181 ,2022
PUNO,YUNGUYO,YUNGUYO,PAP YUNGUYO,OPERATIVO,08:45 a 16:30,Grau Nº 240,2022
PUNO,SAN ANTONIO DE PUTINA,PUTINA,PAP PUTINA,OPERATIVO,08:45 a 16:30,Plaza de Armas S/N (Palacio Municipal),2022
PUNO,EL COLLAO,ILAVE,PAP EL COLLAO,OPERATIVO,08:45 a 16:30,Bolognesi S/N - Coliseo Cubierto Ilave Oficina N° 02,2022
PUNO,MOHO,MOHO,PAP MOHO,DESPLAZAMIENTO,08:45 a 16:30 (Domingo),Circunvalación S/N Mercado Municipal,2022
PUNO,AZANGARO,AZANGARO,ORA CARLOS CORNEJO ROSELLO,OPERATIVO,08:45 a 16:30,Francisco Bolognesi N° 557,2022
PUNO,CHUCUITO,JULI,ORA JULI,OPERATIVO,08:45 a 16:30,Panamericana S/N,2022
PUNO,HUANCANE,HUANCANE,ORA HOSPITAL LUCIO ALDAZABAL PAUCA,OPERATIVO,08:45 a 16:30,Santa Cruz S/N,2022
PUNO,MELGAR,AYAVIRI,ORA SAN JUAN DE DIOS (AYAVIRI),OPERATIVO,08:45 a 16:30,Progreso S/N,2022
PUNO,SAN ROMÁN,JULIACA,ORA CENTRO DE SALUD CLAS SANTA ADRIANA,OPERATIVO,08:45 a 16:30,Pachacutec S/N,2022
PUNO,SAN ROMÁN,SAN MIGUEL,PAP SAN MIGUEL - JR11,OPERATIVO,08:45 a 16:30,Palacio Municipal S/N,2022
PUNO,CHUCUITO,DESAGUADERO,PAP DESAGUADERO,DESPLAZAMIENTO,08:45 a 16:30 (Viernes),28 de Julio N° 305 - Desaguadero,2022
ICA,ICA,ICA,ORA REGIONAL DE ICA,OPERATIVO,08:45 a 16:30,Huacachina S/N,2022
AYACUCHO,LUCANAS,PUQUIO,AG LUCANAS,OPERATIVO,08:45 a 16:45,San Pedro  Nº 216,2022
AYACUCHO,PARINACOCHAS,CORACORA,AG PARINACOCHAS,OPERATIVO,08:45 a 16:45,Bolognesi N° 419 Plaza de Armas,2022
ICA,ICA,PARCONA,PAP PARCONA,OPERATIVO,08:45 a 16:30,Jhon F. Kennedy N° 500 con Calle Lima S/N (Costado del Palacio Municipal),2022
ICA,ICA,ICA,OR ICA,OPERATIVO,08:45 a 16:45,San Martin N° 1366 Mz. M-02 Lt. 035. Urb. San Isidro ,2022
ICA,CHINCHA,CHINCHA ALTA,AG CHINCHA,OPERATIVO,08:45 a 16:45,Los Angeles N° 300,2022
ICA,NASCA,NASCA,AG NASCA,OPERATIVO,08:45 a 16:45,Fermin del Castillo N° 270,2022
ICA,PISCO,PISCO,AG PISCO,OPERATIVO,08:45 a 16:45,San Juan de Dios N° 288,2022
ICA,PALPA,PALPA,AG PALPA,OPERATIVO,08:45 a 16:45,Portal de Escribanos Nº 145,2022
AYACUCHO,LUCANAS,CABANA,PAP CABANA ,OPERATIVO,08:45 a 16:30,Jorge Chavez N° 272 ,2022
AYACUCHO,LUCANAS,PUQUIO,ORA FELIPE HUAMAN POMA DE AYALA,OPERATIVO,08:45 a 16:30,Arnaldo Alvarado S/N ,2022
AYACUCHO,PARINACOCHAS,CORACORA,ORA HOSPITAL DE APOYO DE CORACORA,OPERATIVO,08:45 a 16:30,La Cultura S/N,2022
ICA,ICA,ICA,ORA SANTA MARIA DEL SOCORRO,OPERATIVO,08:45 a 16:30,Castrovirreyna N° 759,2022
ICA,PISCO,PISCO,ORA SAN JUAN DE DIOS,OPERATIVO,08:45 a 16:30,Fermín Tanguis S/N (Altura del Fundo Alto de la Luna),2022
ICA,CHINCHA,CHINCHA ALTA,ORA SAN JOSE DE CHINCHA,OPERATIVO,08:45 a 16:30,Abelardo Alva Maurtua Nº 600,2022
AYACUCHO,LUCANAS,LARAMATE,PANP LARAMATE,OPERATIVO,08:45 a 16:30,Ica S/N,2022
ICA,NASCA,NASCA,ORA DE APOYO DE NASCA,OPERATIVO,08:45 a 16:30,Callao S/N - 5ta Cuadra,2022
UCAYALI,CORONEL PORTILLO,CALLERIA,ORA HOSPITAL REGIONAL DE PUCALLPA,OPERATIVO,08:45 a 16:30,Agustin Cauper N° 285,2022
HUANUCO,PUERTO INCA,PUERTO INCA,PAP PUERTO INCA,OPERATIVO,08:45 a 16:30,Vulcano S/N,2022
UCAYALI,CORONEL PORTILLO,YARINACOCHA,ORA HOSPITAL AMAZÓNICO - YARINACOCHA,OPERATIVO,08:45 a 16:30,Aguaytia N° 605,2022
LORETO,UCAYALI,CONTAMANA,PAP CONTAMANA,OPERATIVO,08:45 a 16:30,Nuevo Loreto Mz.38C  Lt.5B,2022
UCAYALI,PADRE ABAD,IRAZOLA ,AG IRAZOLA ,OPERATIVO,08:45 a 16:45,Jr. Progreso S/N ,2022
UCAYALI,PADRE ABAD,PADRE ABAD,ORA AGUAYTIA,OPERATIVO,08:45 a 16:30,Victor Pinedo / Palmeras Mz. 152A Junta Vecinal Pampayurac,2022
UCAYALI,CORONEL PORTILLO,CALLERIA,OR PUCALLPA,OPERATIVO,08:45 a 16:45,"09 de Diciembre N° 378 y Tacna Nº 891 Mz. 07 Lt. Acumulado 1-B, independiente.",2022
UCAYALI,PADRE ABAD,PADRE ABAD,PAP PADRE ABAD,OPERATIVO,08:45 a 16:30,Jr. Grau Nº 214,2022
UCAYALI,ATALAYA,RAIMONDI,PAP ATALAYA,OPERATIVO,08:45 a 16:30,Rioja Nº 659,2022
UCAYALI,PURUS,PURUS,PAP PURUS,OPERATIVO,08:45 a 16:30,Purus S/N,2022
UCAYALI,ATALAYA,TAHUANIA,PAP TAHUANIA,OPERATIVO,08:45 a 16:30,7 de Junio  S/N,2022
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,PAP IZCUCHACA,OPERATIVO,08:45 a 16:30,Ferrocarril  S/N ,2022
HUANCAVELICA,ACOBAMBA,PAUCARA,PAP PAUCARA,OPERATIVO,08:45 a 16:30,Plaza Mayor S/N,2022
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA,OPERATIVO,08:45 a 16:30,Andrés Avelino Cáceres S/N - Barrio Yananaco,2022
HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,ORA HOSPITAL II HUANCAVELICA,OPERATIVO,08:45 a 16:30,Teresa de Jurnet S/N,2022
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,OR HUANCAVELICA,OPERATIVO,08:45 a 16:45,"Av. San Cristóbal Nº 384, 386 y 388",2022
HUANCAVELICA,ACOBAMBA,ACOBAMBA,OR ACOBAMBA,OPERATIVO,08:45 a 16:45,Dos De Mayo N° 459,2022
HUANCAVELICA,ANGARAES,LIRCAY,OR ANGARAES,OPERATIVO,08:45 a 16:45,Centenario S/N - Barrio de Pueblo Nuevo - Dentro del Centro Civico,2022
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OR CASTROVIRREYNA,OPERATIVO,08:45 a 16:45,Los Libertadores S/N,2022
HUANCAVELICA,TAYACAJA,PAMPAS,OR TAYACAJA,OPERATIVO,08:45 a 16:45,Manco Capac S/N con Jirón Alfonso Ugarte Cordova y Necochea - Coliseo Multiuso,2022
HUANCAVELICA,HUAYTARA,HUAYTARA,OR HUAYTARA,OPERATIVO,08:45 a 16:45,24 de Junio S/N - 2do piso Centro Cívico ,2022
HUANCAVELICA,CHURCAMPA,CHURCAMPA,OR CHURCAMPA,OPERATIVO,08:45 a 16:45,Real N° 255,2022
HUANCAVELICA,TAYACAJA,PAMPAS,ORA HOSPITAL DE PAMPAS,OPERATIVO,08:45 a 16:30,Bolívar S/N ,2022
HUANCAVELICA,ANGARAES,LIRCAY,ORA LIRCAY,OPERATIVO,08:45 a 16:30,Esmeralda S/N,2022
HUANCAVELICA,TAYACAJA,SURCUBAMBA,AG SURCUBAMBA,OPERATIVO,08:45 a 16:45,Alfonso Ugarte S/N,2022
HUANCAVELICA,TAYACAJA,COLCABAMBA,AG COLCABAMBA,OPERATIVO,08:45 a 16:45,Av. Centenario S/N,2022
HUANCAVELICA,HUANCAVELICA,YAULI,ORA YAULI,OPERATIVO,08:45 a 16:30,Jorge Chávez S/N,2022
PASCO,PASCO,YANACANCHA,ORA DR. DANIEL ALCIDES CARRION GARCIA,OPERATIVO,08:45 a 16:30,Los Incas S/N Urb. San Juan,2022
PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMÚDEZ,CERRADO,08:45 a 16:30,Remigio Morales Bermúdez S/N,2022
PASCO,PASCO,HUARIACA,PAP HUARIACA,OPERATIVO,08:45 a 16:30,28 de Julio Nº 129,2022
HUANUCO,HUANUCO,HUÁNUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN,OPERATIVO,08:45 a 16:30,Hermilio Valdizan Nº 950,2022
PASCO,PASCO,PAUCARTAMBO,PAP PAUCARTAMBO - JR15,CERRADO,08:45 a 16:30,Plaza 28 de Julio S/N,2022
HUANUCO,HUANUCO,HUÁNUCO,OR HUANUCO,OPERATIVO,08:45 a 16:45,28 de Julio N° 825,2022
HUANUCO,AMBO,AMBO,PAP AMBO,OPERATIVO,08:45 a 16:30,"28 de Julio 697, Centro Cívico",2022
HUANUCO,DOS DE MAYO,LA UNION,PAP DOS DE MAYO,OPERATIVO,08:45 a 16:30,Lourdes N° 221,2022
HUANUCO,HUAMALIES,LLATA,PAP HUAMALIES,OPERATIVO,08:45 a 16:30,Huánuco N° 242,2022
HUANUCO,MARAÑON,HUACRACHUCO,PAP MARAÑON,OPERATIVO,08:45 a 16:30,28 De Julio N° 602 ,2022
HUANUCO,LEONCIO PRADO,RUPA-RUPA,PAP LEONCIO PRADO,OPERATIVO,08:45 a 16:30,Chiclayo N° 585,2022
HUANUCO,PACHITEA,PANAO,PAP PACHITEA,OPERATIVO,08:45 a 16:30,Bolognesi N° 211,2022
HUANUCO,LAURICOCHA,JESÚS,PAP LAURICOCHA,DESPLAZAMIENTO,08:45 a 16:30,Cristobal Colon S/N,2022
HUANUCO,YAROWILCA,CHAVINILLO,PAP YAROWILCA,OPERATIVO,08:45 a 16:30,Virgen de Fátima S/N,2022
PASCO,PASCO,CHAUPIMARCA,ORA HOSPITAL II PASCO,OPERATIVO,08:45 a 16:30,Barrio Buenos Aires S/N,2022
HUANUCO,PACHITEA,PANAO,ORA PANAO,OPERATIVO,08:45 a 16:30,Grau Nº 193,2022
HUANUCO,LEONCIO PRADO,RUPA-RUPA,ORA HOSPITAL TINGO MARIA,OPERATIVO,08:45 a 16:30,Mapresa S/N Luyando,2022
HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,ORA AUCAYACU,CERRADO,08:45 a 16:30,Grau N° 401,2022
HUANUCO,HUAMALIES,LLATA,ORA LLATA,OPERATIVO,08:45 a 16:30,28 de Julio N° 216,2022
HUANUCO,DOS DE MAYO,LA UNION,ORA LA UNION,OPERATIVO,08:45 a 16:30,Dos de Mayo N° 185,2022
HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,OPERATIVO,08:45 a 16:30,Maria Parado de Bellido S/N Cuadra 4,2022
HUANUCO,LAURICOCHA,BAÑOS,AG BAÑOS,DESPLAZAMIENTO,08:45 a 16:45,Libertad S/N,2022
PASCO,PASCO,YANACANCHA,AG PASCO,OPERATIVO,08:45 a 16:45,"Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan",2022
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIÓN,OPERATIVO,08:45 a 16:30,Jorge Chavez S/N Plaza Principal,2022
PASCO,OXAPAMPA,OXAPAMPA,PAP OXAPAMPA,OPERATIVO,08:45 a 16:30,Huancabamba S/N Mz. 162 Estadio Municipal Oxapampa,2022
SAN MARTIN,TOCACHE,UCHIZA,AG UCHIZA,OPERATIVO,08:45 a 16:45,Atahualpa N° 920,2022
PASCO,OXAPAMPA,PALCAZÚ,AG PALCAZU,CERRADO,08:45 a 16:45,Juan Santos Atahualpa Mz. U Lt. 01,2022
SAN MARTIN,TOCACHE,TOCACHE,PAP TOCACHE,OPERATIVO,08:45 a 16:30,San Juan Cdra 7 S/N Centro Cívico,2022
HUANUCO,HUANUCO,CHINCHAO,ORA ACOMAYO,OPERATIVO,08:45 a 16:30,Iguarizo S/N Mz. 6 Lt. 02,2022
SAN MARTIN,TOCACHE,TOCACHE,ORA HOSPITAL DE TOCACHE,OPERATIVO,08:45 a 16:30,Ricardo Palma N° 550,2022
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ORA SANTA MARIA DEL VALLE,OPERATIVO,08:45 a 16:30,Libertad  S/N Intersección Carretera Central ,2022
HUANUCO,HUANUCO ,AMARILIS ,ORA CARLOS SHOWING FERRARI,OPERATIVO,08:45 a 16:30,Micaela Bastidas S/N Paucarbamba ,2022
PASCO,OXAPAMPA,OXAPAMPA,ORA HOSPITAL ERNESTO GERMAN GUZMAN GONZALES,OPERATIVO,08:45 a 16:30,Eduardo Loechle S/N - Chontabamba,2022
HUANUCO,HUANUCO,HUANUCO,MAC - HUANUCO,OPERATIVO,08:30 a 16:30,"Independencia N° 1601, Centro Comercial Real Plaza, Primer Piso",2022
PASCO,OXAPAMPA,CONSTITUCION,AG CONSTITUCION,DESPLAZAMIENTO,08:45 a 16:45,Fernando Belaunde S/N 4ta Etapa.,2022
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,OR CHACHAPOYAS,OPERATIVO,08:45 a 16:45,Triunfo Nº 903 1° Piso,2022
AMAZONAS,BAGUA,BAGUA,PAP BAGUA,OPERATIVO,08:45 a 16:30,Los Cedros Nº 263,2022
AMAZONAS,BONGARA,JAZAN,AG BONGARA,OPERATIVO,08:45 a 16:45,Marginal  Nº 100 -Pedro Ruíz,2022
AMAZONAS,LUYA ,LAMUD,AG LUYA,OPERATIVO,08:45 a 16:45,Garcilazo de la Vega N° 328,2022
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLÁS,AG RODRIGUEZ DE MENDOZA,OPERATIVO,08:45 a 16:45,Victor Mori N° 204,2022
AMAZONAS,CONDORCANQUI,NIEVA,PAP CONDORCANQUI,OPERATIVO,08:45 a 16:30,Gonzalo puerta S/N,2022
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,PAP UTCUBAMBA,OPERATIVO,08:45 a 16:30,Simón Bolivar N° 545,2022
CAJAMARCA,JAEN,JAEN,OR JAEN,OPERATIVO,08:45 a 16:45,Mariscal Ureta Nº 915,2022
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PAP SAN IGNACIO,OPERATIVO,08:45 a 16:30,Santo Domingo Nº 169,2022
AMAZONAS,BAGUA,IMAZA,OR IMAZA,OPERATIVO,08:45 a 16:45,Awajun S/N Plaza de Armas,2022
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ORA HOSPITAL REGIONAL VIRGEN DE FATIMA,OPERATIVO,08:45 a 16:30,Daniel Alcides Carrión N° 035,2022
AMAZONAS,BAGUA,BAGUA,ORA HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN,OPERATIVO,08:45 a 16:30,Héroes de Cenepa N°980,2022
CAJAMARCA,JAEN,JAEN,ORA HOSPITAL GENERAL DE JAEN,OPERATIVO,08:45 a 16:30,Huamantanga s/n,2022
AMAZONAS,BAGUA,IMAZA,ORA CHIRIACO,OPERATIVO,08:45 a 16:30,Junin S/N,2022
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ORA HOSPITAL DE APOYO SANTIAGO APOSTOL DE UTCUBAMBA,OPERATIVO,08:45 a 16:30,San Felipe Santiago N°111,2022
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ORA SAN IGNACIO,OPERATIVO,08:45 a 16:30,"Abelardo Quiñones S/N, Sector Santiago",2022
AMAZONAS,BONGARA,FLORIDA,ORA POMACOCHAS,OPERATIVO,08:45 a 16:30,Pomacochas S/N ,2022
CAJAMARCA,JAEN,PUCARA,PAP PUCARA,OPERATIVO,08:45 a 16:30,Lindo 548,2022
AMAZONAS,CONDORCANQUI,NIEVA,ORA SANTA MARIA DE NIEVA,OPERATIVO,08:45 a 16:30,"Javier Pérez de Cuellar S/N 
Mz. N Lt. 03 Asent.Humano Héctor Peas Tsegkuan",2022
LA LIBERTAD,GRAN CHIMÚ,CASCAS,PAP GRAN CHIMÚ,OPERATIVO,08:45 a 16:30,Progreso S/N CDRA. 3,2022
